ticker,date,total_revenue,cost_of_revenue,gross_profit,operating_expense,operating_income,net_non_operating_interest_income_expense,other_income_expense,pretax_income,tax_provision,net_income_common_stockholders,diluted_ni_available_to_com_stockholders,basic_eps,diluted_eps,basic_average_shares,diluted_average_shares,total_operating_income_as_reported,total_expenses,net_income_from_continuing_&_discontinued_operation,normalized_income,interest_income,interest_expense,net_interest_income,ebit,ebitda,reconciled_cost_of_revenue,reconciled_depreciation,net_income_from_continuing_operation_net_minority_interest,normalized_ebitda,tax_rate_for_calcs,total_unusual_items_excluding_goodwill,total_unusual_items,tax_effect_of_unusual_items,rent_expense_supplemental,average_dilution_earnings,credit_losses_provision,non_interest_expense,special_income_charges,interest_income_after_provision_for_loan_loss,total_money_market_investments,earnings_from_equity_interest_net_of_tax,income_from_associates_&_other_participating_interests,other_non_operating_income_expenses
TNDM,TTM,854351.0,428937.0,425414.0,559019.0,-133605.0,11677.0,-1268.0,-123196.0,3586.0,-126782.0,-126782.0,-1.94,-1.94,65308.75,65308.75,-133605.0,987956.0,-126782.0,-125780.28,19035.0,6752.0,11677.0,-116444.0,-100051.0,428937.0,16393.0,-126782.0,-98783.0,0.0,-1268.0,-1268.0,-266.28,,,,,,,,,,
TNET,TTM,4972000.0,3995000.0,977000.0,629000.0,348000.0,,,348000.0,85000.0,263000.0,263000.0,5.29,5.23,50250.0,51000.0,348000.0,4624000.0,263000.0,263000.0,64000.0,64000.0,,412000.0,495000.0,3987000.0,83000.0,263000.0,495000.0,0.0,,,,,,,,,,,,,
TNFA,TTM,,,,13396.767,-13396.767,294.349,-4583.836,-17686.254,,-23351.545,-23351.545,-10.48,-10.48,1955.726,1955.726,-14905.369,13396.767,-17686.254,-22694.186,294.349,-92.63,294.349,-13396.767,-13396.767,,,-17686.254,-18404.699,,5007.932,5007.932,,,,,,,,,,,
TNGX,TTM,43383.0,,,183081.0,-139698.0,8313.0,8196.0,-123189.0,206.0,-123395.0,-123395.0,-1.15,-1.15,107863.856,107863.856,-139698.0,183081.0,-123395.0,-123395.0,8313.0,,8313.0,-139698.0,-137202.0,,2496.0,-123395.0,-137202.0,0.0002,,,,,,,,,,,,,
TNK,TTM,1191502.0,751230.0,440272.0,49527.0,390745.0,9219.0,21270.0,421234.0,-1016.0,422250.0,422250.0,12.30,12.18,34336.84,34683.57,406754.0,800757.0,422250.0,409324.81,20030.0,10811.0,9219.0,432045.0,525808.0,751230.0,93763.0,422250.0,509447.0,0.0,16361.0,16361.0,3435.81,77473.0,,,,,,,,,
TNL,TTM,3829000.0,240000.0,3589000.0,2840000.0,749000.0,-241000.0,-25000.0,483000.0,94000.0,421000.0,421000.0,5.89,5.86,71050.0,71475.0,718000.0,3080000.0,421000.0,413966.87,16000.0,257000.0,-241000.0,740000.0,855000.0,240000.0,115000.0,389000.0,886000.0,0.0,-31000.0,-31000.0,-6033.13,,,,,,,,,,
TNON,TTM,3372.0,1338.0,2034.0,15931.0,-13897.0,-55.0,84.0,-13868.0,,-13868.0,-13868.0,-80.64,-80.64,1224.4,1224.4,-13897.0,17269.0,-13868.0,-14008.0,,55.0,-55.0,-13813.0,-13248.0,1338.0,565.0,-13868.0,-13388.0,,140.0,140.0,,,,,,,,,,,
TNXP,TTM,12458.0,9768.0,2690.0,97876.0,-95186.0,751.0,-53826.0,-149012.0,,-149012.0,-149012.0,-139.08,-139.08,1961.386,1961.386,-154143.0,107644.0,-149012.0,-96205.0,751.0,,751.0,-95186.0,-90294.0,9768.0,4892.0,-149012.0,-37487.0,,-52807.0,-52807.0,,,,,,,,,,,
TNYA,TTM,,,,122742.0,-122742.0,5395.0,119.0,-117228.0,,-117228.0,-117228.0,-1.44,-1.44,81819.786,81819.786,-122742.0,122742.0,-117228.0,-117228.0,5395.0,,5395.0,-122742.0,-114182.0,,8560.0,-117228.0,-114182.0,,,,,,,,,,,,,,
TOI,TTM,361067.0,305715.0,55352.0,118901.0,-63549.0,-7799.0,-372.0,-71720.0,-179.0,-56350.0,-56350.0,-0.79,-0.79,74101.136,74101.136,-63549.0,424616.0,-71541.0,-71707.5832,,7799.0,-7799.0,-63921.0,-57639.0,305715.0,6282.0,-71541.0,-57806.0,0.0,167.0,167.0,0.4168,,,,,,,,,,
TOL,TTM,10533425.0,7591712.0,2941713.0,953965.0,1987748.0,41454.0,40331.0,2069533.0,528211.0,1541322.0,1541322.0,14.62,14.48,105091.0,106118.0,1987748.0,8545677.0,1541322.0,1541322.0,41454.0,,41454.0,1987748.0,2065400.0,7591712.0,77652.0,1541322.0,2065400.0,0.0,,,,,,,,,,,,,
TOMZ,TTM,7125.172,2951.968,4173.204,7350.059,-3176.855,-227.651,,-3404.506,,-3406.506,-3406.506,-0.12,-0.12,19958.93,19958.93,-3176.855,10302.027,-3406.506,-3406.506,22.733,250.384,-227.651,-3154.122,-2654.991,2794.653,499.131,-3406.506,-2654.991,,,,,,,,,,,,,,
TOON,TTM,33320.0,29743.0,3577.0,33692.0,-30115.0,-1360.0,-22453.0,-53928.0,-39.0,-53768.0,-53768.0,-1.52,-1.52,36003.246,36003.246,-52766.0,63435.0,-53768.0,-29823.329,249.0,1609.0,-1360.0,-52319.0,-47331.0,29743.0,4988.0,-53768.0,-23369.0,0.0,-23962.0,-23962.0,-17.329,,,,,,,,,,
TOP,TTM,8037.105,3685.604,4351.501,3363.654,987.847,,,987.847,-63.692,1051.539,1051.539,0.03,0.03,32278.485,32278.485,,7049.258,1051.539,1051.539,,,,987.847,1132.344,3685.604,144.497,1051.539,1132.344,0.0002,,,,133.304,,,,,,,,,
TOPS,TTM,82949.0,45325.0,37624.0,8897.0,28727.0,-22643.0,-18.0,6066.0,,-22370.0,-22370.0,-12.44,-12.44,1798.76,1798.76,28727.0,54222.0,6066.0,6066.0,346.0,21679.0,-22643.0,27745.0,51326.0,45325.0,23581.0,6066.0,51326.0,0.0,,,,10840.0,,,,,,,,,
TORO,TTM,34934.315,26981.925,7952.39,8239.224,-286.834,6611.56,80307.947,86632.673,82.539,79313.584,84788.16,4.68,2.07,16746.784,41484.21,77750.514,35221.149,86550.134,6318.7001,7190.102,271.547,6611.56,86904.22,92312.869,26981.925,5408.649,86550.134,12004.922,0.0,80307.947,80307.947,76.5131,,,,,,,,,,
TOST,TTM,4658000.0,3575000.0,1083000.0,1109000.0,-26000.0,40000.0,-59000.0,-45000.0,4000.0,-49000.0,-52000.0,-0.08,-0.09,551500.0,552500.0,-72000.0,4684000.0,-49000.0,10250.0,,,40000.0,-26000.0,19000.0,3575000.0,45000.0,-49000.0,94000.0,0.0,-75000.0,-75000.0,-15750.0,,-3000.0,,,,,,,,
TOVX,TTM,,,,20246.0,-20246.0,1096.0,-4068.0,-23218.0,-951.0,-22267.0,-22267.0,-1.25,-1.25,17669.75,17669.75,-24314.0,20246.0,-22267.0,-18365.6237,1096.0,,1096.0,-20246.0,-20098.0,,148.0,-22267.0,-16030.0,0.0,-4068.0,-4068.0,-166.6237,,,,,,,,,,
TOWN,TTM,673103.0,,,,,,,173475.0,23638.0,149296.0,149296.0,2.00,2.00,74871.89,74980.41,,,149296.0,150274.62,,,,,,,34924.0,149296.0,,0.0,-1133.0,-1133.0,-154.38,,,-293.0,497236.0,-1133.0,431988.0,57962.0,,,
TOYO,TTM,62377.39,45746.86,16630.53,4649.582,11980.948,-3261.459,1163.666,9889.155,,9889.155,9889.155,0.22,0.22,44338.928,44338.928,11986.948,50396.442,9889.155,9889.155,,3261.459,-3261.459,13150.614,15872.504,45746.86,2721.89,9889.155,15872.504,,,,,,,,,,,,,,
TPB,TTM,408307.0,198331.0,209976.0,123465.0,86511.0,-12875.0,755.0,74391.0,27071.0,47498.0,49185.0,2.69,2.49,17659.84,19856.05,86511.0,321796.0,47498.0,49562.14,,12875.0,-12875.0,87266.0,94651.0,198331.0,7385.0,47498.0,97896.0,0.0,-3245.0,-3245.0,-1180.86,,1687.0,,,,,,,,
TPC,TTM,4280744.0,4025325.0,255419.0,295401.0,-39982.0,-83731.0,19196.0,-104517.0,-22308.0,-131819.0,-131819.0,-2.52,-2.52,52214.0,52214.0,-39982.0,4320726.0,-131819.0,-130876.7,,80844.0,-83731.0,-23673.0,30669.0,4025325.0,54342.0,-131819.0,31867.0,0.0,-1198.0,-1198.0,-255.7,,,,,,,,,,
TPCS,TTM,32205.714,28543.014,3662.7,9056.207,-5393.507,-558.799,56.086,-5896.22,2078.657,-7974.877,-7974.877,-0.91,-0.91,8809.8,8809.8,-5393.507,37599.221,-7974.877,-7974.877,,560.421,-558.799,-5335.799,-2772.357,28543.014,2563.442,-7974.877,-2772.357,0.0002,,,,,,,,,,,,,
TPET,TTM,135.975,,,6314.582,-6178.607,-1855.251,-1212.283,-9246.141,,-9246.141,-9246.141,-0.22,-0.22,38443.638,38443.638,-6165.556,6314.582,-9246.141,-9246.141,,1855.251,-1855.251,-7390.89,-7390.89,,,-9246.141,-7390.89,,,,,,,,,,,,,,
TPG,TTM,2472576.0,,,,,,,21817.0,67414.0,8809.0,-120510.0,0.12,-0.33,93722.82,359531.84,,,23676.0,23676.0,,,,,,,120890.0,23676.0,,0.0,,,,,-129319.0,,,,,,,,
TPH,TTM,4498697.0,3452045.0,1046652.0,465055.0,581597.0,,40917.0,622514.0,158999.0,461650.0,461650.0,4.85,4.81,94749.65,95662.77,561641.0,3917100.0,461650.0,461650.0,,,,581597.0,611955.0,3452045.0,30358.0,461650.0,611955.0,0.0,,,,,,,,,,,,,
TPIC,TTM,1301740.0,1403087.0,-101347.0,48846.0,-150193.0,-74091.0,-25228.0,-249512.0,12334.0,-179256.0,-179256.0,-3.60,-3.60,46401.5,46401.5,-174617.0,1451933.0,-250225.0,-238798.54,,74091.0,-74091.0,-175421.0,-142824.0,1403087.0,32597.0,-261846.0,-113650.0,0.0002,-29174.0,-29174.0,-6126.54,,,,,,,,,,
TPL,TTM,686696.0,63784.0,622912.0,92455.0,530457.0,,33892.0,572975.0,124265.0,448710.0,448710.0,19.51,19.49,22996.41,23017.68,530457.0,156239.0,448710.0,448710.0,,,,530457.0,548028.0,63784.0,17571.0,448710.0,548028.0,0.0,,,,,,,,,,,,,
TPR,TTM,6665500.0,1738800.0,4926700.0,3787800.0,1138900.0,-142400.0,2600.0,999100.0,191500.0,807600.0,807600.0,3.52,3.45,230000.0,234050.0,1138900.0,5526600.0,807600.0,807600.0,,142400.0,-142400.0,1141500.0,1367700.0,1738800.0,226200.0,807600.0,1367700.0,0.0,,,,,,,,,,,,,
TPST,TTM,,,,31662.0,-31662.0,-101.0,,-31748.0,,-31748.0,-31748.0,-1.60,-1.60,19644.538,19644.538,-31662.0,31662.0,-31748.0,-31748.0,1389.0,1490.0,-101.0,-30258.0,-29842.0,,416.0,-31748.0,-29842.0,,,,,,,,,,,,,,
TPVG,TTM,24230.0,,,,,,,10437.0,,10437.0,10437.0,0.20,0.20,38202.75,38202.75,,,10437.0,10437.0,,,,,,,,10437.0,,0.0,,,,,,,,,,,,,
TPX,TTM,4893500.0,2724000.0,2169500.0,1561100.0,608400.0,-129400.0,17200.0,496200.0,105400.0,389500.0,389500.0,2.25,2.19,173325.0,178125.0,628500.0,4285100.0,389500.0,392020.27,,129400.0,-129400.0,625600.0,783200.0,2724000.0,157600.0,389500.0,786400.0,0.0,-3200.0,-3200.0,-679.73,,,,,,,,,,
TR,TTM,727121.0,480814.0,246307.0,156139.0,90168.0,,25446.0,120488.0,26791.0,93721.0,93721.0,1.31,1.31,71436.56,71445.13,90168.0,636953.0,93721.0,83855.78,,,,108571.0,126748.0,480814.0,18177.0,93721.0,114062.0,0.0,12686.0,12686.0,2820.78,1991.0,,,,,,,,,
TRAK,TTM,20453.32,3416.45,17036.87,12012.64,5024.23,1244.55,64.0,6332.78,374.49,5408.65,5408.65,0.30,0.29,18202.0,18931.0,5024.23,15429.09,5958.29,5898.08,1272.72,28.17,1244.55,6360.95,7610.92,3355.96,1249.97,5958.29,7546.92,0.0,64.0,64.0,3.78,,,,,,,,,,
TRAW,TTM,226.0,,,20873.0,-20647.0,,-116402.0,-137049.0,,-137049.0,-137049.0,-5.95,-5.95,22092.41,22092.41,-138111.0,20873.0,-137049.0,-19585.0,,,,-20647.0,-20630.0,,17.0,-137049.0,96834.0,,-117464.0,-117464.0,,,,,,,,,,,
TRC,TTM,40118.0,41952.0,-1834.0,11842.0,-13676.0,,11868.0,-1808.0,-1582.0,-228.0,-228.0,-0.01,-0.01,26785.82,26785.82,-13676.0,53794.0,-228.0,-2301.75,,,,-13676.0,-8736.0,41952.0,4940.0,-228.0,-11361.0,0.0,2625.0,2625.0,551.25,,,,,,,,,,
TRDA,TTM,215232.0,,,157449.0,57783.0,18638.0,,76421.0,21470.0,54951.0,54951.0,1.50,1.44,35432.3,35520.88,57783.0,157449.0,54951.0,54951.0,18638.0,,18638.0,57783.0,61300.0,,3517.0,54951.0,61300.0,0.0,,,,,,,,,,,,,
TREE,TTM,773050.0,34454.0,738596.0,707653.0,30943.0,-7206.0,-57139.0,-33402.0,3089.0,-36491.0,-36491.0,-2.72,-2.72,13178.75,13178.75,26465.0,742107.0,-36491.0,-32953.38,,,-7206.0,30943.0,55730.0,34454.0,24787.0,-36491.0,60208.0,0.0,-4478.0,-4478.0,-940.38,,,,,,,,,,
TREX,TTM,1179567.0,678005.0,501562.0,183217.0,318345.0,2561.0,,320906.0,82335.0,238571.0,238571.0,2.20,2.19,108547.05,108681.71,318345.0,861222.0,238571.0,238571.0,,,2561.0,318345.0,372558.0,678005.0,54213.0,238571.0,372558.0,0.0,,,,,,,,,,,,,
TRGP,TTM,16215700.0,12064800.0,4150900.0,1520700.0,2630200.0,-770400.0,13900.0,1873700.0,376600.0,1238900.0,1238900.0,5.57,5.53,221450.0,222625.0,2630200.0,13585500.0,1260600.0,1260600.0,,767500.0,-770400.0,2641200.0,4027100.0,12064800.0,1385900.0,1260600.0,4027100.0,0.0,,,,,,,,,,,,,
TRI,TTM,7164000.0,,,4306000.0,1563000.0,-56000.0,,1692000.0,-238000.0,2296000.0,2296000.0,5.08,5.08,451707.66,452410.0,1945000.0,5601000.0,2301000.0,2080750.0,,213000.0,-56000.0,1905000.0,2708000.0,,803000.0,2238000.0,2523000.0,0.0,185000.0,185000.0,27750.0,,,,,,,,305000.0,,
TRIN,TTM,142465.0,,,,,,,90023.0,2581.0,87442.0,91087.0,1.76,1.70,48933.41,52901.71,,,87442.0,87442.0,,,,,,,,87442.0,,0.0,,,,,3645.0,,,,,,,,
TRIP,TTM,1814000.0,164000.0,1650000.0,1521000.0,129000.0,4000.0,-13000.0,120000.0,84000.0,36000.0,36000.0,0.26,0.26,138250.0,148750.0,124000.0,1685000.0,36000.0,43900.0,50000.0,46000.0,4000.0,166000.0,253000.0,164000.0,87000.0,36000.0,263000.0,0.0,-10000.0,-10000.0,-2100.0,,,,,,,,,,
TRMB,TTM,3836600.0,1471000.0,2365600.0,1899100.0,466500.0,-186500.0,-10600.0,269400.0,29700.0,239700.0,239700.0,0.97,0.96,247475.0,248775.0,421000.0,3370100.0,239700.0,268883.96,,186500.0,-186500.0,455900.0,724900.0,1320600.0,269000.0,239700.0,757700.0,0.0,-32800.0,-32800.0,-3616.04,,,,,,,,,,
TRMD,TTM,1627593.0,623824.0,1003769.0,315945.0,687824.0,-45899.0,74477.0,716402.0,4135.0,712565.0,712565.0,8.05,7.81,88150.0,91000.0,762301.0,939769.0,712565.0,638517.87,21659.0,67558.0,-45899.0,783960.0,951071.0,623824.0,167111.0,712565.0,876594.0,0.0,74477.0,74477.0,429.87,,,,,,,,,,
TRMK,TTM,488636.0,,,,,,,25908.0,-9077.0,202820.0,202820.0,3.31,3.31,61150.75,61361.5,,,202820.0,34985.0,,,,,,,38032.0,34985.0,,0.0,,,,,,-40490.0,422238.0,,524825.0,14.0,,,
TRML,TTM,,,,78816.0,-78816.0,,14939.0,-63877.0,,-63877.0,-63877.0,-2.49,-2.49,25642.61,25642.61,-78816.0,78816.0,-63877.0,-63877.0,,,,-78816.0,-78775.0,,41.0,-63877.0,-78775.0,,,,,,,,,,,,,,
TRN,TTM,3247700.0,2573600.0,674100.0,222700.0,451400.0,-274300.0,77700.0,254800.0,50800.0,172300.0,172300.0,2.12,2.06,81725.0,83700.0,528200.0,2796300.0,172300.0,127411.77,,274300.0,-274300.0,529100.0,822600.0,2573600.0,293500.0,188900.0,745800.0,0.0,76800.0,76800.0,15311.77,,,,,,,,,,
TRNR,TTM,1473.0,6292.0,-4819.0,33835.0,-38654.0,-5279.0,92.0,-43841.0,,-43841.0,-43841.0,-96.41,-96.41,434.622,434.622,-38654.0,40127.0,-43841.0,-45669.0,,5279.0,-5279.0,-38562.0,-31476.0,6292.0,7086.0,-43841.0,-33304.0,,1828.0,1828.0,,,,,,,,,,,
TRNS,TTM,270612.0,181780.0,88832.0,66500.0,22332.0,1147.0,-663.0,22816.0,4884.0,17932.0,17932.0,2.06,2.03,8926.5,9043.0,22332.0,248280.0,17932.0,17932.0,1406.0,259.0,1147.0,23075.0,39054.0,181780.0,15979.0,17932.0,39054.0,0.0,,,,,,,,,,,,,
TROO,TTM,3569.0,2793.0,776.0,2754.0,-1978.0,-48.0,167.0,-1859.0,-140.0,-1719.0,-1719.0,-0.02,-0.02,101597.998,101597.998,-1802.0,5547.0,-1719.0,-1881.8,14.0,62.0,-48.0,-1797.0,319.0,2793.0,2116.0,-1719.0,143.0,0.0001,176.0,176.0,13.2,,,,,,,,,,
TROW,TTM,6911100.0,3411800.0,3499300.0,1203800.0,2295500.0,,598000.0,2893500.0,700800.0,2041900.0,2041900.0,8.49,8.47,223550.0,224100.0,2152100.0,4615600.0,2097800.0,1641224.31,,,,2295500.0,2783900.0,3411800.0,488400.0,2097800.0,2181400.0,0.0,602500.0,602500.0,145924.31,646400.0,,,,,,,,,
TROX,TTM,3084000.0,2608000.0,476000.0,297000.0,179000.0,-154000.0,1000.0,26000.0,106000.0,-74000.0,-74000.0,-0.47,-0.47,157560.25,157560.25,179000.0,2905000.0,-74000.0,-76370.0,17000.0,162000.0,-154000.0,188000.0,471000.0,2608000.0,283000.0,-74000.0,468000.0,0.0,3000.0,3000.0,630.0,,,,,,,,,,
TRP,TTM,16647000.0,8784000.0,7863000.0,927000.0,6936000.0,-2322000.0,2251000.0,6865000.0,1053000.0,5086000.0,5086000.0,4.91,4.91,1037500.0,1037500.0,,9711000.0,5186000.0,4701737.22,356000.0,2572000.0,-2322000.0,9437000.0,12303000.0,8784000.0,2866000.0,5186000.0,11731000.0,0.0,572000.0,572000.0,87737.22,,,,,,,,,,
TRS,TTM,906520.0,704930.0,201590.0,151060.0,50530.0,-19310.0,460.0,31680.0,5130.0,26550.0,26550.0,0.65,0.64,40913.64,41222.1,50200.0,855990.0,26550.0,26826.56,,19310.0,-19310.0,50990.0,107520.0,704930.0,56530.0,26550.0,107850.0,0.0,-330.0,-330.0,-53.44,,,,,,,,,,
TRSG,TTM,14362.502,7626.413,6736.089,5611.234,1124.855,-160.735,355.702,1319.822,504.175,915.422,915.422,0.07,0.07,12940.0,12940.0,1124.855,13237.647,915.422,915.422,,160.735,-160.735,1480.557,1868.278,7626.413,387.721,915.422,1868.278,0.0004,,,,,,,,,,,,,
TRST,TTM,171543.0,,,,,,,62200.0,14800.0,47400.0,47400.0,2.48,2.48,19020.25,19032.5,,,47400.0,47400.0,,,,,,,10992.0,47400.0,,0.0,,,,,,-2950.0,106393.0,,148694.0,26172.0,,,
TRT,TTM,42312.0,31550.0,10762.0,9510.0,1252.0,293.0,84.0,1629.0,486.0,1050.0,1050.0,0.25,0.24,4160.0,4299.0,1093.0,41060.0,1050.0,1135.2,370.0,77.0,293.0,1706.0,5940.0,31550.0,4234.0,1051.0,6060.0,0.0,-120.0,-120.0,-35.8,,,,,,,,,,
TRU,TTM,4101300.0,1642200.0,2459100.0,1759800.0,699300.0,-266600.0,-138200.0,294700.0,53500.0,224200.0,224200.0,1.15,1.14,194150.0,195650.0,557100.0,3402000.0,224200.0,348442.14,25500.0,274200.0,-266600.0,568900.0,1102700.0,1642200.0,533800.0,224200.0,1254500.0,0.0,-151800.0,-151800.0,-27557.86,,,,,,,,,,
TRUE,TTM,170678.0,21747.0,148931.0,182566.0,-33635.0,6550.0,,-27085.0,16.0,-27101.0,-27101.0,-0.29,-0.29,91060.5,91060.5,-33635.0,204313.0,-27101.0,-27101.0,6550.0,,6550.0,-33635.0,-14161.0,20473.0,19474.0,-27101.0,-14161.0,0.0002,,,,,,,,,,,,,
TRUG,TTM,20354.255,7241.028,13113.227,19493.967,-6380.74,-2601.891,,-9082.631,,-9082.631,-9082.631,-0.69,-0.69,13255.112,13255.112,-6738.273,26734.995,-9082.631,-8982.631,,2315.9,-2601.891,-6766.731,-6285.724,7241.028,481.007,-9082.631,-6185.724,,-100.0,-100.0,,,,,,,,,,,
TRUP,TTM,1244234.0,1078295.0,165939.0,104916.0,61023.0,-14768.0,-59620.0,-13365.0,87.0,-13452.0,-13452.0,-0.32,-0.32,41986.48,41986.48,-9454.0,1183211.0,-13452.0,42017.06,,14768.0,-14768.0,1403.0,16974.0,1078295.0,15571.0,-13452.0,87188.0,0.0,-70214.0,-70214.0,-14744.94,,,,,,,,,,
TRV,TTM,45351000.0,,,,,,,5605000.0,1062000.0,4509000.0,4509000.0,19.72,19.47,228425.0,231300.0,,39746000.0,4543000.0,4550294.74,,392000.0,,5997000.0,,,722000.0,4543000.0,,0.0,-9000.0,-9000.0,-1705.26,,,,,,,,,,
TRVI,TTM,,,,48214.0,-48214.0,3889.0,-20.0,-44345.0,-28.0,-44317.0,-44317.0,-0.44,-0.44,100334.795,100334.795,-48214.0,48214.0,-44317.0,-44317.0,3896.0,7.0,3889.0,-44338.0,-44194.0,,144.0,-44317.0,-44194.0,0.0,-94.0,-94.0,,,,,,,,,,,
TRX,TTM,36723.0,21299.0,15424.0,7483.0,7941.0,-1568.0,896.0,7269.0,4734.0,-1124.0,-1124.0,-0.00,-0.00,288110.354,291195.496,,28782.0,-1124.0,-1885.6,,1568.0,-1568.0,8837.0,10750.0,19456.0,1913.0,-1124.0,9854.0,0.0002,896.0,896.0,134.4,,,,,,,,,,
TSAT,TTM,645595.0,40932.0,604663.0,331781.0,272882.0,-183985.0,67093.0,155990.0,43237.0,30069.0,18720.0,2.05,1.94,13702.06,15657.24,193162.0,372713.0,30069.0,-18427.29,75611.0,259596.0,-183985.0,415586.0,585246.0,40932.0,169660.0,30069.0,518153.0,0.0,67093.0,67093.0,18596.71,,,,,,,,,,
TSBK,TTM,71326.0,,,,,,,30746.0,6176.0,24570.0,24570.0,3.04,3.03,8073.76,8120.65,,,24570.0,24577.99,,,,,,,2611.0,24570.0,,0.0,-10.0,-10.0,-2.01,,,-1202.0,39368.0,-10.0,62898.0,7410.0,,,
TSBX,TTM,,,,79534.0,-79534.0,,4652.0,-74882.0,-180.0,-74702.0,-74702.0,-3.23,-3.23,23128.454,23128.454,-79534.0,79534.0,-74702.0,-74702.0,,,,-79534.0,-77168.0,,2366.0,-74702.0,-77168.0,0.0,,,,,,,,,,,,,
TSCO,TTM,14769541.0,9409551.0,5359990.0,3876572.0,1483418.0,-49337.0,,1434081.0,321344.0,1112737.0,1112737.0,10.34,10.28,107745.25,108315.0,1483418.0,13286123.0,1112737.0,1112737.0,,49337.0,-49337.0,1483418.0,1913799.0,9409551.0,430381.0,1112737.0,1913799.0,0.0,,,,,,,,,,,,,
TSE,TTM,3529200.0,3299300.0,229900.0,342400.0,-112500.0,-263300.0,36200.0,-338600.0,157000.0,-495600.0,-495600.0,-13.99,-13.99,35450.0,35450.0,-73800.0,3641700.0,-495600.0,-494336.0,,263300.0,-263300.0,-75300.0,139100.0,3299300.0,214400.0,-495600.0,140700.0,0.0002,-1600.0,-1600.0,-336.0,,,,,,,,,,
TSEM,TTM,1388297.0,1057484.0,330813.0,154128.0,176685.0,33140.0,324982.0,534807.0,45554.0,493981.0,493981.0,4.47,4.44,110745.5,111621.5,496456.0,1211612.0,493981.0,202541.71,,,33140.0,564714.0,821880.0,1057484.0,257166.0,493981.0,503305.0,0.0,318575.0,318575.0,27135.71,,,,,,,,,,
TSHA,TTM,12873.0,,,89933.0,-77060.0,3923.0,-41198.0,-114335.0,,-114335.0,-114335.0,-0.49,-0.49,200261.488,200261.488,-78125.0,89933.0,-114335.0,-77012.0,6163.0,2240.0,3923.0,-112095.0,-110751.0,,1344.0,-114335.0,-73428.0,,-37323.0,-37323.0,,,,,,,,,,,
TSLA,TTM,97150000.0,79441000.0,17709000.0,9475000.0,8234000.0,1145000.0,-964000.0,8415000.0,-4349000.0,12743000.0,12743000.0,4.01,3.65,3189750.0,3491000.0,7557000.0,88916000.0,12704000.0,13238830.0,1460000.0,315000.0,1145000.0,8730000.0,13834000.0,79441000.0,5104000.0,12704000.0,14511000.0,0.0,-677000.0,-677000.0,-142170.0,1057000.0,,,,,,,,,
TSLX,TTM,253417.0,,,,,,,190998.0,4262.0,186736.0,186736.0,2.06,2.06,90598.01,90598.01,,,186736.0,186736.0,,,,,,,,186736.0,,0.0,,,,,,,,,,,,,
TSN,TTM,53092000.0,50066000.0,3026000.0,2272000.0,754000.0,-376000.0,-317000.0,61000.0,46000.0,-7000.0,-7000.0,-0.03,-0.06,353250.0,354000.0,421000.0,52338000.0,-7000.0,256070.0,68000.0,444000.0,-376000.0,505000.0,1983000.0,50066000.0,1478000.0,-7000.0,2316000.0,0.0,-333000.0,-333000.0,-69930.0,,,,,,,,,,
TSQ,TTM,447955.0,330097.0,117858.0,59341.0,58517.0,-36452.0,-61531.0,-39466.0,-1619.0,-39602.0,-39602.0,-2.54,-2.54,15825.75,15825.75,-7523.0,389438.0,-39602.0,23718.32,1134.0,35491.0,-36452.0,-3975.0,20514.0,325208.0,24489.0,-39602.0,86543.0,0.0,-66029.0,-66029.0,-2708.68,,,,,,,,,,
TSVT,TTM,44120.0,16058.0,28062.0,214197.0,-186135.0,12662.0,17219.0,-156254.0,,-156254.0,-156254.0,-3.06,-3.06,48694.5,48694.5,-216127.0,230255.0,-156254.0,-169223.0,12662.0,,12662.0,-186135.0,-176560.0,16058.0,9575.0,-156254.0,-189529.0,,12969.0,12969.0,,,,,,,,,,,
TT,TTM,19388300.0,12547300.0,6841000.0,3460900.0,3380100.0,-207200.0,-66900.0,3106000.0,590500.0,2467900.0,2467900.0,10.88,10.78,226950.0,229125.0,3380100.0,16008200.0,2467900.0,2520552.8,28700.0,235900.0,-207200.0,3341900.0,3712500.0,12547300.0,370600.0,2498200.0,3740100.0,0.0,-27600.0,-27600.0,-5247.2,,,,,,,,,,
TTC,TTM,4491000.0,2961100.0,1529900.0,1011000.0,518900.0,-62300.0,33800.0,490400.0,91100.0,399300.0,399300.0,3.84,3.81,104175.0,104850.0,518900.0,3972100.0,399300.0,399300.0,1255.0,62300.0,-62300.0,552700.0,680300.0,2961100.0,127600.0,399300.0,680300.0,0.0,,,,,,,,,,,,,
TTD,TTM,2309616.0,437440.0,1872176.0,1495880.0,376296.0,72838.0,-2755.0,446379.0,138209.0,308170.0,308170.0,0.63,0.62,489748.5,500125.75,376296.0,1933320.0,308170.0,310071.99,,,72838.0,376296.0,460203.0,437440.0,83907.0,308170.0,462958.0,0.0,-2755.0,-2755.0,-853.01,,,,,,,,,,
TTEC,TTM,2266331.0,1792747.0,473584.0,393787.0,79797.0,-81620.0,-252627.0,-254450.0,68992.0,-332866.0,-332866.0,-7.00,-7.00,47536.0,47569.75,-171889.0,2186534.0,-332866.0,-134034.06,3178.0,84798.0,-81620.0,-169652.0,-70490.0,1792747.0,99162.0,-332866.0,181196.0,0.0002,-251686.0,-251686.0,-52854.06,,,,,,,,,,
