ticker,date,total_revenue,cost_of_revenue,gross_profit,operating_expense,operating_income,net_non_operating_interest_income_expense,other_income_expense,pretax_income,tax_provision,net_income_common_stockholders,diluted_ni_available_to_com_stockholders,basic_eps,diluted_eps,basic_average_shares,diluted_average_shares,total_operating_income_as_reported,total_expenses,net_income_from_continuing_&_discontinued_operation,normalized_income,interest_income,interest_expense,net_interest_income,ebit,ebitda,reconciled_cost_of_revenue,reconciled_depreciation,net_income_from_continuing_operation_net_minority_interest,normalized_ebitda,tax_rate_for_calcs,total_unusual_items_excluding_goodwill,total_unusual_items,tax_effect_of_unusual_items,rent_expense_supplemental,average_dilution_earnings,credit_losses_provision,non_interest_expense,special_income_charges,interest_income_after_provision_for_loan_loss,total_money_market_investments,earnings_from_equity_interest_net_of_tax,income_from_associates_&_other_participating_interests,other_non_operating_income_expenses
FDMT,TTM,20218.0,,,151436.0,-131218.0,21549.0,-224.0,-109893.0,,-109893.0,-109893.0,-2.24,-2.24,47437.75,47437.75,-131218.0,151436.0,-109893.0,-109893.0,21549.0,,21549.0,-131218.0,-125091.0,,6127.0,-109893.0,-125091.0,,,,,,,,,,,,,,
FDP,TTM,4275600.0,3923900.0,351700.0,192700.0,159000.0,-17300.0,-108200.0,33500.0,18800.0,15300.0,15300.0,0.32,0.32,47858.5,47858.5,52600.0,4116600.0,15300.0,99356.0,1100.0,18400.0,-17300.0,51900.0,131000.0,3923900.0,79100.0,15300.0,237400.0,0.0,-106400.0,-106400.0,-22344.0,,,,,,,,,,
FDS,TTM,2203056.0,1011945.0,1191111.0,485135.0,705976.0,-51331.0,-3142.0,651503.0,114377.0,537126.0,537126.0,14.11,13.91,38059.0,38618.0,701299.0,1497080.0,537126.0,540979.85,14447.0,65778.0,-51331.0,717281.0,872875.0,1011945.0,155594.0,537126.0,877552.0,0.0,-4677.0,-4677.0,-823.15,,,,,,,,,,
FDSB,TTM,8929.68,,,,,,,-355.8,-124.24,-231.56,-231.56,-0.04,-0.04,5559.47,5559.47,,,-231.56,-231.56,,,,,,,631.02,-231.56,,0.0,,,,,,1425.0,10710.48,,10340.9,,,,
FDUS,TTM,99673.0,,,,,,,90391.0,3262.0,87129.0,87129.0,3.27,3.27,29662.52,29662.52,,,87129.0,87129.0,,,,,,,,87129.0,,0.0,,,,,,,,,,,,,
FDX,TTM,87591000.0,68976000.0,18615000.0,12699000.0,5916000.0,-368000.0,-79000.0,5469000.0,1422000.0,4041000.0,4041000.0,16.37,16.19,246250.0,249250.0,5154000.0,81675000.0,4047000.0,4610871.64,,,-368000.0,6199000.0,10493000.0,68976000.0,4294000.0,4047000.0,11255000.0,0.0,-762000.0,-762000.0,-198128.36,4581000.0,,,,,,,,,
FE,TTM,13442000.0,4405000.0,9037000.0,6707000.0,2330000.0,-1040000.0,101000.0,1391000.0,368000.0,892000.0,892000.0,1.55,1.55,574500.0,575500.0,2330000.0,11112000.0,892000.0,954512.58,,1040000.0,-1040000.0,2431000.0,4015000.0,4372000.0,1584000.0,892000.0,4100000.0,0.0,-85000.0,-85000.0,-22487.42,,,,,,,,,,
FEAM,TTM,,,,35860.0,-35860.0,-5947.0,-20206.0,-62013.0,,-62013.0,-62013.0,-1.18,-1.18,52523.0,52523.0,-35860.0,35860.0,-62013.0,-41809.0,252.0,6199.0,-5947.0,-55814.0,-50485.0,,5329.0,-62013.0,-30281.0,,-20204.0,-20204.0,,,,,,,,,,,
FEBO,TTM,119110.0,97004.0,22106.0,22291.0,-185.0,-1624.0,478.0,-1331.0,131.0,-1462.0,-1462.0,-0.14,-0.14,10084.932,10084.932,-390.0,119295.0,-1462.0,-1639.02,84.0,1708.0,-1624.0,377.0,6293.0,93258.0,5916.0,-1462.0,6081.0,0.0002,212.0,212.0,34.98,,,,,,,,,,
FEIM,TTM,57943.0,37530.0,20413.0,15089.0,5324.0,-104.0,758.0,5978.0,-4.0,5982.0,5982.0,0.62,0.62,9469.76,9469.76,5324.0,52619.0,5982.0,5377.65,,104.0,-104.0,6082.0,6082.0,37530.0,,5982.0,5317.0,0.0,765.0,765.0,160.65,,,,,,,,,,
FELE,TTM,2008566.0,1295517.0,713049.0,461115.0,251934.0,-6461.0,-7209.0,238264.0,52117.0,184531.0,184531.0,4.01,3.96,45975.0,46900.0,251439.0,1756632.0,185203.0,192819.54,,6461.0,-6461.0,244725.0,299228.0,1295517.0,54503.0,185203.0,308977.0,0.0,-9749.0,-9749.0,-2132.46,,,,,,,,,,
FEMY,TTM,950.096,326.137,623.959,17099.531,-16475.572,-213.283,,-16688.855,2.588,-16691.443,-16691.443,-0.84,-0.84,20135.427,20135.427,-16475.572,17425.668,-16691.443,-16691.443,700.1,913.383,-213.283,-15775.472,-14844.366,326.137,931.106,-16691.443,-14844.366,0.0002,,,,,,,,,,,,,
FENC,TTM,48889.0,2174.0,46715.0,41133.0,5582.0,-2763.0,-84.0,2735.0,,2735.0,2735.0,0.10,0.07,26963.5,28515.5,5869.0,43307.0,2735.0,2801.36,984.0,3849.0,-2763.0,6584.0,6584.0,2174.0,,2735.0,6668.0,0.0002,-84.0,-84.0,-17.64,,,,,,,,,,
FER,TTM,8841000.0,1050000.0,7791000.0,7016000.0,775000.0,-234000.0,,1020000.0,59000.0,760000.0,760000.0,1.04,1.04,711412.9,711412.9,976000.0,8066000.0,760000.0,521477.45,,,-234000.0,1308000.0,1726000.0,1050000.0,418000.0,741000.0,1493000.0,0.0,233000.0,233000.0,13477.45,,,,,,,,,,
FERG,TTM,29635000.0,20582000.0,9053000.0,6401000.0,2652000.0,-179000.0,,2464000.0,729000.0,1735000.0,1735000.0,8.55,8.53,202900.0,203500.0,2652000.0,26983000.0,1735000.0,1735000.0,,179000.0,-179000.0,2643000.0,2978000.0,20582000.0,335000.0,1735000.0,2978000.0,0.0,,,,,,,,,,,,,
FET,TTM,800612.0,558321.0,242291.0,209708.0,32583.0,-29624.0,-36016.0,-33057.0,15549.0,-48606.0,-48606.0,-2.25,-2.25,11247.5,11247.5,21837.0,768029.0,-48606.0,-20153.36,,29624.0,-29624.0,-3433.0,46857.0,558321.0,50290.0,-48606.0,82873.0,0.0,-36016.0,-36016.0,-7563.36,,,,,,,,,,
FF,TTM,339451.0,297839.0,41612.0,13263.0,28349.0,9690.0,2639.0,40678.0,617.0,40061.0,40061.0,0.91,0.91,43763.24,43763.86,28349.0,311102.0,40061.0,40061.0,9830.0,140.0,9690.0,40818.0,50771.0,297839.0,9953.0,40061.0,50771.0,0.0,,,,,,,,,,,,,
FFBC,TTM,812083.0,,,,,,,272801.0,52124.0,220677.0,220677.0,2.34,2.32,94298.99,95315.34,,,220677.0,220677.0,,,,,,,37970.0,220677.0,,0.0,,,,40736.0,,-48457.0,490825.0,,562919.0,,,,
FFIC,TTM,198014.0,,,,,,,35344.0,9333.0,26011.0,26011.0,0.87,0.87,29730.75,29730.75,,,26011.0,25882.95,,,,,,,6240.0,26011.0,,0.0,174.0,174.0,45.95,,,-4126.0,158544.0,,172602.0,11101.0,,,
FFIE,TTM,1079.0,77651.0,-76572.0,143639.0,-220211.0,-13014.0,-85435.0,-318660.0,85.0,-318745.0,-318745.0,866.40,866.40,2857.862,2857.862,-228444.0,221290.0,-318745.0,-424198.15,,13014.0,-13014.0,-305646.0,-238719.0,77651.0,66927.0,-318745.0,-372204.0,0.0002,133485.0,133485.0,28031.85,,,,,,,,,,
FFIN,TTM,509466.0,,,,,,,251865.0,44695.0,207170.0,207170.0,1.45,1.45,142768.26,143026.57,,,207170.0,207085.28,,,,,,,13212.0,207170.0,,0.0,103.0,103.0,18.28,,,-12817.0,244784.0,,398429.0,11824.0,,,
FFIV,TTM,2776420.0,554891.0,2221529.0,1573567.0,647962.0,,18815.0,666777.0,113161.0,553616.0,553616.0,9.37,9.28,58933.25,59518.5,639307.0,2128458.0,553616.0,560802.13,,,,647962.0,761553.0,554891.0,113591.0,553616.0,770208.0,0.0,-8655.0,-8655.0,-1468.87,,,,,,,,,,
FFNW,TTM,39619.0,,,,,,,3814.0,639.0,3168.0,3168.0,0.35,0.35,9151.07,9196.16,,,3175.0,3175.0,,,,,,,1996.0,3175.0,,0.0,,,,,,674.0,36479.0,,37018.0,2373.0,,,
FFWM,TTM,160767.0,,,,,,,4375.0,-4231.0,8606.0,8606.0,0.15,0.15,56476.22,56482.07,,,8606.0,8069.59,,,,,,,8282.0,8606.0,,0.0,679.0,679.0,142.59,,,2015.0,158407.0,,178796.0,,,,
FG,TTM,5503000.0,,,,,,,-9000.0,-25000.0,,,0.00,-0.02,124000.0,128500.0,,5512000.0,13000.0,13000.0,,120000.0,,111000.0,,,527000.0,13000.0,,0.0,,,,,,,,,,,,,
FGBI,TTM,105755.0,,,,,,,16274.0,3688.0,10257.0,10257.0,0.83,0.83,12006.23,12504.72,,,12586.0,12586.0,,,,,,,4187.0,12586.0,,0.0,,,,,,-11961.0,77520.0,,72693.0,11548.0,,,
FGEN,TTM,173816.0,40580.0,133236.0,280289.0,-147053.0,-11788.0,,-171447.0,-65.0,-168324.0,-168324.0,-1.70,-1.70,98898.0,98898.0,-159659.0,320869.0,-168324.0,-155722.7793,8082.0,19870.0,-11788.0,-151577.0,-145723.0,40580.0,5854.0,-168324.0,-133117.0,0.0,-12606.0,-12606.0,-4.7793,,,,,,,,3058.0,,
FGF,TTM,32174.0,,,,,,,3680.0,,595.0,595.0,0.71,0.71,16535.48,16535.48,,28494.0,2897.0,3526.34,,,,,,,,3806.0,,0.0,354.0,354.0,74.34,,,,,,,,,,
FGI,TTM,121013.893,86772.386,34241.507,33285.708,955.799,-723.894,309.302,541.207,308.023,699.874,699.874,0.07,0.06,9558.65,9854.328,955.799,120058.094,699.874,699.874,9.788,733.682,-723.894,1274.889,3911.64,86772.386,2636.751,699.874,3911.64,0.0002,,,,,,,,,,,,,
FGL,TTM,148053.973,130201.026,17852.947,6962.965,10889.982,-1190.0,93.165,9793.147,2646.079,7147.068,7147.068,0.39,0.39,18200.0,18200.0,,137163.991,7147.068,7154.3631,47.255,1237.255,-1190.0,11030.402,11353.585,130201.026,323.183,7147.068,11363.581,0.0003,-9.996,-9.996,-2.7009,,,,,,,,,,
FHB,TTM,797144.0,,,,,,,290369.0,65234.0,225135.0,225135.0,1.76,1.75,127768.91,128264.33,,,225135.0,225135.0,,,,,,,38912.0,225135.0,,0.0,,,,,,-20830.0,485945.0,,594948.0,,,,
FHI,TTM,1598907.0,530825.0,1068082.0,634665.0,433417.0,-12620.0,-34213.0,386584.0,115961.0,254151.0,254151.0,3.16,3.16,80336.75,80343.25,353610.0,1165490.0,265776.0,290108.58,,12620.0,-12620.0,399204.0,422095.0,530825.0,22891.0,265776.0,456854.0,0.0,-34759.0,-34759.0,-10426.42,39776.0,,,,,,,,,
FHN,TTM,3170000.0,,,,,,,973000.0,160000.0,757000.0,757000.0,1.39,1.37,547963.0,551006.25,,,793000.0,793000.0,,,,,,,93000.0,793000.0,,0.0,,,,,,-190000.0,2007000.0,,2308000.0,,,,
FHTX,TTM,25515.0,,,127253.0,-101738.0,11464.0,1037.0,-89237.0,1986.0,-91223.0,-91223.0,-1.85,-1.85,49739.71,49739.71,-104136.0,127253.0,-91223.0,-89328.58,11464.0,,11464.0,-101738.0,-98527.0,,3211.0,-91223.0,-96129.0,0.0,-2398.0,-2398.0,-503.58,,,,,,,,,,
FI,TTM,20122000.0,7836000.0,12286000.0,6624000.0,5662000.0,-1156000.0,-81000.0,4425000.0,658000.0,3063000.0,3063000.0,5.21,5.18,586425.0,589950.0,5657000.0,14460000.0,3063000.0,3067256.5,37000.0,1193000.0,-1156000.0,5618000.0,8722000.0,7836000.0,3104000.0,3063000.0,8727000.0,0.0,-5000.0,-5000.0,-743.5,,,,,,,,-646000.0,,
FIBK,TTM,990700.0,,,,,,,308700.0,73300.0,235400.0,235400.0,2.28,2.28,103095.03,103255.69,,,235400.0,235400.0,,,,,,,54700.0,235400.0,,0.0,,,,,,-39500.0,642500.0,,775600.0,17000.0,,,
FICO,TTM,1717526.0,348206.0,1369320.0,635691.0,733629.0,-105638.0,14034.0,642025.0,129214.0,512811.0,512811.0,20.78,20.45,24676.0,25079.0,733629.0,983897.0,512811.0,512811.0,,105638.0,-105638.0,747663.0,761490.0,335296.0,13827.0,512811.0,761490.0,0.0,,,,,,,,,,,,,
FIGS,TTM,548644.0,177357.0,371287.0,363694.0,7593.0,10884.0,-10.0,18467.0,7632.0,10835.0,10835.0,0.05,0.05,169965.5,180964.67,7593.0,541051.0,10835.0,10835.0,10884.0,,10884.0,7593.0,13255.0,177357.0,5662.0,10835.0,13255.0,0.0,,,,,,,,,,,,,
FIHL,TTM,2148700.0,,,,,,,379400.0,-71500.0,450900.0,450900.0,3.40,3.40,117614.85,117851.29,,1769300.0,450900.0,450900.0,,35100.0,,414500.0,,,,450900.0,,0.0,,,,,,,,,,,,,
FINW,TTM,79564.0,,,,,,,20999.0,5543.0,15165.0,15165.0,1.23,1.18,12443.32,12899.73,,,15456.0,15227.83,,,,,,,4806.0,15456.0,,0.0,310.0,310.0,81.83,,,-11818.0,46459.0,310.0,45581.0,6280.0,,,
FIP,TTM,329568.0,,,358593.0,-29025.0,-109454.0,-47934.0,-186413.0,1990.0,-215226.0,-215226.0,-1.97,-1.98,105598.46,105598.46,,358593.0,-148068.0,-140073.99,,109454.0,-109454.0,-76959.0,4290.0,,81249.0,-148068.0,14409.0,0.0,-10119.0,-10119.0,-2124.99,,,,,,,,,,
FIS,TTM,10031000.0,6213000.0,3818000.0,2132000.0,1686000.0,-341000.0,-456000.0,889000.0,232000.0,1419000.0,1419000.0,2.49,2.48,565500.0,567750.0,1561000.0,8345000.0,1419000.0,635379.08,,433000.0,-341000.0,1322000.0,3965000.0,6213000.0,2643000.0,543000.0,4090000.0,0.0,-125000.0,-125000.0,-32620.92,,,,,,,,-110000.0,,
FISI,TTM,219348.0,,,,,,,62056.0,11111.0,49486.0,49486.0,3.21,3.17,15425.5,15579.25,,,50945.0,39937.68,,,,,,,7730.0,50945.0,,0.0,13408.0,13408.0,2400.68,,,-4960.0,154361.0,-188.0,156882.0,,,2217.0,
FITB,TTM,8173000.0,,,,,,,2801000.0,577000.0,2066000.0,2066000.0,3.02,3.00,684450.67,688879.87,,,2224000.0,2390740.45,,,,,,,486000.0,2224000.0,,0.0,-210000.0,-210000.0,-43259.55,96000.0,,-406000.0,4824000.0,-210000.0,5202000.0,,,68000.0,
FIVE,TTM,3716073.0,2406325.0,1309748.0,947524.0,362224.0,15585.0,,377809.0,96549.0,281260.0,281260.0,5.09,5.07,55204.71,55301.4,362224.0,3353849.0,281260.0,281260.0,2741.0,,15585.0,362224.0,511555.0,2406325.0,149331.0,281260.0,511555.0,0.0,,,,,,,,,,,,,
FIVN,TTM,1002340.0,467370.0,534970.0,609051.0,-74081.0,31321.0,,-36145.0,585.0,-36730.0,-36730.0,-0.49,-0.49,73878.75,73878.75,-74081.0,1076421.0,-36730.0,-41955.85,43825.0,12504.0,31321.0,-23641.0,41625.0,467370.0,65266.0,-36730.0,35010.0,0.0,6615.0,6615.0,1389.15,,,,,,,,,,
FIX,TTM,6517238.0,5194880.0,1322358.0,682463.0,639895.0,2270.0,-49913.0,592252.0,124108.0,468144.0,468144.0,13.10,13.07,35726.25,35815.5,643292.0,5877343.0,468144.0,508011.79,7743.0,4064.0,2270.0,596316.0,728493.0,5194880.0,132177.0,468144.0,778930.0,0.0,-50437.0,-50437.0,-10569.21,,,,,,,,,,
FIZZ,TTM,1196927.0,760525.0,436402.0,211481.0,224921.0,,13622.0,238543.0,54662.0,183881.0,183881.0,1.97,1.97,93482.75,93644.25,224921.0,972006.0,183881.0,183881.0,,,,224921.0,245519.0,760525.0,20598.0,183881.0,245519.0,0.0,,,,,,,,,,,,,
FKWL,TTM,30796.69,27288.34,3508.35,9431.755,-5923.405,804.148,3.286,-5115.971,-949.3,-3964.016,-3964.016,-0.34,-0.34,11784.28,11784.28,-5939.755,36720.095,-3964.016,-3559.292,804.148,,804.148,-5923.405,-5923.405,27288.34,-306.197,-3964.016,-5426.472,0.0002,-496.933,-496.933,-92.209,,,,,,,,,,
FL,TTM,8152000.0,5897000.0,2255000.0,2116000.0,139000.0,-8000.0,-609000.0,-478000.0,-113000.0,-365000.0,-365000.0,-3.88,-3.88,94600.0,94600.0,89000.0,8013000.0,-365000.0,34361.92,,8000.0,-8000.0,-470000.0,-270000.0,5897000.0,200000.0,-365000.0,253000.0,0.0,-523000.0,-523000.0,-123638.08,,,,,,,,,,
FLD,TTM,,,,3515.8,-3515.8,6948.16,,1885.13,1484.78,400.35,400.35,-0.02,-0.02,22629.26,22629.26,-3515.8,3515.8,400.35,400.35,7143.34,,6948.16,-8418.89,-8418.89,,,400.35,-8418.89,0.0,,,,,,,,,,,,,
FLEX,TTM,25449000.0,23577000.0,1872000.0,960000.0,912000.0,-154000.0,-33000.0,725000.0,-152000.0,945000.0,945000.0,2.27,2.23,411500.0,417500.0,887000.0,24537000.0,945000.0,858500.0,57000.0,211000.0,-154000.0,936000.0,1470000.0,23108000.0,534000.0,841000.0,1495000.0,0.0,-25000.0,-25000.0,-7500.0,,,,,,,,,,
FLG,TTM,3345000.0,,,,,,,-3354000.0,-206000.0,-3162000.0,-3162000.0,-13.08,-13.08,255384.74,255384.74,,,-3148000.0,-484307.69,,,,,,,183000.0,-3148000.0,,0.0,-2838000.0,-2838000.0,-174307.69,,,-1319000.0,2542000.0,-2838000.0,1484000.0,5000.0,,,
FLGC,TTM,69006.0,53553.0,15453.0,23367.0,-7914.0,-38.0,-4909.0,-12861.0,-339.0,-14874.0,-14874.0,-1.11,-1.11,9312.5,9312.5,-13946.0,76920.0,-14874.0,-8699.3951,,107.0,-38.0,-45508.0,-44579.0,53552.0,929.0,-13479.0,-39670.0,0.0,-4909.0,-4909.0,-129.3951,951.0,,,,,,,,,
FLGT,TTM,277761.0,177166.0,100595.0,189265.0,-88670.0,29658.0,-130095.0,-189107.0,-17143.0,-164969.0,-164969.0,-5.52,-5.52,30013.5,30013.5,-208904.0,366431.0,-164969.0,-46474.64,28823.0,,29658.0,-104814.0,-79545.0,159828.0,25269.0,-164969.0,50762.0,0.0,-130307.0,-130307.0,-11812.64,,,,,,,,,,
FLIC,TTM,86155.0,,,,,,,20441.0,550.0,19891.0,19891.0,0.87,0.87,22536.69,22633.33,,,19891.0,20500.16,,,,,,,,19891.0,,0.0,-626.0,-626.0,-16.84,,,-1641.0,63447.0,,73509.0,,,,
FLL,TTM,279132.0,135572.0,143560.0,140998.0,2562.0,-38978.0,-3531.0,-39947.0,908.0,-40855.0,-40855.0,-1.18,-1.18,34708.993,34708.993,-969.0,276570.0,-40855.0,-38065.51,1269.0,37260.0,-38978.0,-2687.0,37367.0,135572.0,40054.0,-40855.0,40898.0,0.0002,-3531.0,-3531.0,-741.51,,,,,,,,,,
FLNC,TTM,2143395.0,1883502.0,259893.0,288688.0,-28795.0,5691.0,-1500.0,-24604.0,7935.0,-21859.0,-21859.0,-0.17,-0.17,123127.1,123127.1,,2172190.0,-21859.0,-21859.0,5691.0,,5691.0,-28795.0,-15474.0,1881245.0,13321.0,-21859.0,-15474.0,0.0,,,,,,,,,,,,,
FLNG,TTM,368780.0,145575.0,223205.0,9123.0,214082.0,-105951.0,28623.0,136754.0,22.0,136732.0,136732.0,2.23,2.21,53752.19,54023.18,214082.0,154698.0,136732.0,108113.6,4116.0,109089.0,-105951.0,245843.0,320127.0,145575.0,74284.0,136732.0,291504.0,0.0,28623.0,28623.0,4.6,,,,,,,,,,
FLNT,TTM,263700.0,195529.0,68171.0,89872.0,-21701.0,-4150.0,-29355.0,-55206.0,-1777.0,-53429.0,-53429.0,-3.71,-3.71,14967.68,14967.68,-50047.0,285401.0,-53429.0,-25018.8943,,4150.0,-4150.0,-51056.0,-40496.0,195529.0,10560.0,-53429.0,-11141.0,0.0,-29355.0,-29355.0,-944.8943,,,,,,,,,,
FLO,TTM,5121389.0,2596476.0,2524913.0,2164324.0,360589.0,-19182.0,-23296.0,318111.0,77441.0,240670.0,240670.0,1.14,1.14,211113.25,212357.0,336836.0,4760800.0,240670.0,258640.57,17996.0,37178.0,-19182.0,355289.0,514698.0,2596476.0,159409.0,240670.0,538451.0,0.0,-23753.0,-23753.0,-5782.43,,,,,,,,,,
FLR,TTM,15875000.0,15443000.0,432000.0,197000.0,235000.0,163000.0,17000.0,415000.0,236000.0,260000.0,260000.0,1.47,1.45,171000.0,174000.0,252000.0,15640000.0,260000.0,246570.0,211000.0,48000.0,163000.0,463000.0,533000.0,15443000.0,70000.0,260000.0,516000.0,0.0,17000.0,17000.0,3570.0,,,,,,,,,,
FLS,TTM,4542636.0,3140961.0,1401675.0,960815.0,440860.0,-60503.0,-28478.0,351879.0,66719.0,267835.0,267835.0,2.03,2.03,131435.75,132290.25,447038.0,4101776.0,267835.0,278354.7,5202.0,65705.0,-60503.0,417584.0,501504.0,3140961.0,83920.0,267835.0,514485.0,0.0,-12981.0,-12981.0,-2461.3,,,,,,,,,,
FLUT,TTM,12269000.0,6454000.0,5815000.0,6225000.0,-410000.0,-434000.0,,-1101000.0,176000.0,-1316000.0,-1316000.0,-7.41,-7.41,177250.0,177250.0,-410000.0,12679000.0,-1303000.0,-1107250.0,56000.0,461000.0,-434000.0,-640000.0,645000.0,6454000.0,1285000.0,-1303000.0,906000.0,0.0,-261000.0,-261000.0,-65250.0,,,,,,,,,,
FLUX,TTM,63850.0,45156.0,18694.0,24083.0,-5389.0,-1653.0,,-7042.0,,-7042.0,-7042.0,-0.43,-0.43,16421.551,16421.551,-5389.0,69239.0,-7042.0,-7042.0,,1653.0,-1653.0,-5389.0,-4350.0,45156.0,1039.0,-7042.0,-4350.0,,,,,,,,,,,,,,
FLWS,TTM,1804461.0,1079317.0,725144.0,716858.0,8286.0,-10501.0,-10728.0,-12943.0,-3890.0,-9053.0,-9053.0,-0.09,-0.09,64586.0,64586.0,-11476.0,1796175.0,-9053.0,4769.56,,10501.0,-10501.0,-2442.0,51154.0,1079317.0,53596.0,-9053.0,70916.0,0.0,-19762.0,-19762.0,-5939.44,,,,,,,,,,
FLXS,TTM,422156.0,330954.0,91201.0,70272.0,20929.0,-1031.0,,20198.0,6282.0,13916.0,13916.0,2.69,2.51,5175.25,5569.25,21209.0,401226.0,13916.0,13723.09,,1031.0,-1031.0,21229.0,25215.0,330954.0,3986.0,13916.0,24935.0,0.0,280.0,280.0,87.09,,,,,,,,,,
FLYE,TTM,32236.746,18753.281,13483.465,11035.951,2447.514,-187.509,-12.756,2247.249,971.978,1275.271,1275.271,0.05,0.05,24587.5,24587.5,2447.514,29789.232,1275.271,1275.271,,187.509,-187.509,2434.758,5331.935,18753.281,2897.177,1275.271,5331.935,0.0002,,,,,,,,,,,,,
FLYW,TTM,475139.0,172886.0,302253.0,313761.0,-11508.0,21711.0,9786.0,19989.0,-97.0,20086.0,20086.0,0.17,0.17,123610.49,127447.99,-11508.0,486647.0,20086.0,15664.37,22206.0,495.0,21711.0,20484.0,37183.0,172886.0,16699.0,20086.0,31586.0,0.0,5597.0,5597.0,1175.37,,,,,,,,,,
FLYX,TTM,296977.0,307569.0,-10592.0,87618.0,-98210.0,-17741.0,6250.0,-109701.0,,-57464.0,-57464.0,-0.74,-0.74,77829.586,77829.586,-102492.0,395187.0,-56207.0,-61993.0,4876.0,22617.0,-17741.0,-87084.0,-60406.0,307569.0,26678.0,-56207.0,-66192.0,,5786.0,5786.0,,,,,,,,,,,
FMAO,TTM,96558.0,,,,,,,28921.0,5821.0,22832.0,22832.0,1.69,1.69,13517.81,13517.81,,,23100.0,23129.55,,,,,,,6384.0,23100.0,,0.0,-37.0,-37.0,-7.45,,,-514.0,67123.0,,81144.0,29.0,,,
FMBH,TTM,313258.0,,,,,,,100676.0,22875.0,77801.0,77801.0,3.26,3.24,23883.69,23977.44,,,77801.0,77801.0,,,,,,,20563.0,77801.0,,0.0,,,,,,-2544.0,210038.0,,224696.0,9269.0,,,
FMC,TTM,4167900.0,2608000.0,1559900.0,965200.0,594700.0,-240700.0,-322400.0,31600.0,-1495900.0,1452200.0,1452200.0,11.62,11.61,124971.5,125271.25,,3573200.0,1455900.0,1784391.0,,240700.0,-240700.0,272300.0,451400.0,2608000.0,179100.0,1529300.0,774300.0,0.0,-322900.0,-322900.0,-67809.0,,,,,,,,,,
FMNB,TTM,170917.0,,,,,,,55471.0,9337.0,46134.0,46134.0,1.25,1.23,37300.31,37469.27,,,46134.0,46510.75,,,,,,,6152.0,46134.0,,0.0,-453.0,-453.0,-76.25,,,-7957.0,107036.0,-453.0,118943.0,3305.0,,,
FMST,TTM,,,,4969.564,-4969.564,-133.776,382.254,-4721.086,,-4721.086,-4721.086,-1.00,-1.00,4870.01,4870.01,,4969.564,-4721.086,-5077.099,0.378,134.154,-133.776,-4586.932,-4586.932,,,-4721.086,-4942.945,,356.013,356.013,,,,,,,,,,,
FN,TTM,3001718.0,2630978.0,370740.0,80083.0,290657.0,38160.0,-6869.0,321948.0,13462.0,308486.0,308486.0,8.51,8.45,36232.75,36545.75,290568.0,2711061.0,308486.0,315401.23,38239.0,79.0,38160.0,322027.0,371835.0,2630978.0,49808.0,308486.0,379052.0,0.0,-7217.0,-7217.0,-301.77,,,,,,,,,,
FNA,TTM,235442.0,50873.0,184569.0,226609.0,-42040.0,-8696.0,-3815.0,-54551.0,411.0,-54962.0,-54962.0,-0.66,-0.66,82811.46,82811.46,-42040.0,277482.0,-54962.0,-50768.68,,8696.0,-8696.0,-45855.0,-27859.0,50873.0,17996.0,-54962.0,-22551.0,0.0,-5308.0,-5308.0,-1114.68,,,,,,,,,,
FNB,TTM,1561000.0,,,,,,,512000.0,106000.0,398000.0,398000.0,1.10,1.09,361359.7,362506.36,,,406000.0,406000.0,,,,,,,66000.0,406000.0,,0.0,,,,,,-71000.0,978000.0,,1212000.0,,,,
FND,TTM,4396475.0,2507403.0,1889072.0,1600243.0,288829.0,-3698.0,-45707.0,239424.0,43955.0,195469.0,195469.0,1.82,1.80,106873.75,108206.0,243122.0,4107646.0,195469.0,232784.81,,3698.0,-3698.0,243122.0,470734.0,2507403.0,227612.0,195469.0,516441.0,0.0,-45707.0,-45707.0,-8391.19,,,,,,,,,,
FNF,TTM,13198000.0,,,,,,,934000.0,170000.0,751000.0,751000.0,2.77,2.75,270750.0,272500.0,,12264000.0,751000.0,751000.0,,197000.0,,1131000.0,,,700000.0,751000.0,,0.0,,,,,,,,,,,5000.0,,
FNGR,TTM,31176.174,28835.622,2340.552,8145.69,-5805.138,29.462,16.19,-5759.486,,-5702.1,-5702.1,-0.10,-0.10,52613.114,52613.114,-5805.138,36981.312,-5702.1,-5714.664,58.04,28.578,29.462,-5730.908,-5672.258,28835.622,58.65,-5702.1,-5684.822,,12.564,12.564,,135.381,,,,,,,,,
FNKO,TTM,1067536.0,663799.0,403737.0,416756.0,-13019.0,-26412.0,155.0,-39276.0,6403.0,-43318.0,-43318.0,-0.82,-0.82,50366.39,50366.39,-13019.0,1080555.0,-43318.0,-43794.37,,26412.0,-26412.0,-12864.0,49028.0,665155.0,60536.0,-43318.0,48425.0,0.0,603.0,603.0,126.63,,,,,,,,,,
FNLC,TTM,77557.0,,,,,,,31871.0,5526.0,26345.0,26345.0,2.38,2.37,11021.08,11106.5,,,26345.0,26345.0,,,,,,,2183.0,26345.0,,0.0,,,,,,-482.0,45204.0,,61280.0,562.0,,,
